Time	X	Y	WeightA	WeightB	Acc1X	Acc1Y	Acc1Z	Gyro1X	Gyro1Y	Gyro1Z	Mag1X	Mag1Y	Mag1Z	Yaw1	Pitch1	Roll1	Acc2X	Acc2Y	Acc2Z	Gyro2X	Gyro2Y	Gyro2Z	Mag2X	Mag2Y	Mag2Z	Yaw2	Pitch2	Roll2	
29715	-9,50	0,64	72,9	24,6																									
29720	-9,83	0,74	73,6	23,7																									
29725	-10,14	0,82	74,3	22,8																									
29730	-10,38	0,96	74,8	22,1																									
29735	-10,66	0,99	75,5	21,4																									
29740	-10,94	1,07	76,1	20,5																									
29745	-11,23	1,16	76,7	19,8																									
29750	-11,47	1,24	77,4	19,1																									
29755	-11,73	1,29	77,9	18,4																									
29760	-11,93	1,30	78,6	17,9																									
29765	-12,16	1,31	79,1	17,3																									
29770	-12,36	1,36	79,7	16,8																									
29775	-12,62	1,39	80,1	16,1																									
29780	-12,82	1,44	80,6	15,6																									
29785	-13,02	1,47	81,0	15,0																									
29790	-13,22	1,51	81,3	14,4																									
29795	-13,42	1,57	81,8	13,9																									
29800	-13,61	1,60	82,3	13,4																									
29805	-13,82	1,66	82,7	12,9																									
29810	-14,01	1,65	83,2	12,3																									
29815	-14,22	1,68	83,7	11,8																									
29820	-14,40	1,76	84,1	11,3																									
29825	-14,59	1,79	84,7	10,9																									
29830	-14,83	1,84	85,3	10,3																									
29835	-15,03	1,90	85,9	9,8																									
29840	-15,18	1,94	86,5	9,4																									
29845	-15,40	1,98	87,0	8,9																									
29850	-15,55	2,03	87,6	8,5																									
29855	-15,75	2,11	88,1	8,1																									
29860	-15,88	2,13	88,6	7,7																									
29865	-16,10	2,19	88,9	7,1																									
29870	-16,23	2,29	89,4	6,9																									
29875	-16,44	2,32	89,7	6,3																									
29880	-16,62	2,43	90,1	5,9																									
29885	-16,81	2,51	90,4	5,4																									
29890	-16,98	2,51	90,7	5,0																									
29895	-17,17	2,62	90,9	4,6																									
29900	-17,29	2,61	91,2	4,4																									
29905	-17,48	2,70	91,3	4,0																									
29910	-17,58	2,82	91,5	3,7																									
29915	-17,70	2,83	91,8	3,5																									
29920	-17,85	2,93	92,0	3,3																									
29925	-17,98	2,97	92,2	3,0																									
29930	-18,06	3,00	92,5	2,9																									
29935	-18,17	3,07	92,7	2,7																									
29940	-18,24	3,06	92,9	2,5																									
29945	-18,32	3,10	93,2	2,4																									
29950	-18,40	3,16	93,4	2,3																									
29955	-18,44	3,14	93,7	2,3																									
29960	-18,51	3,15	94,1	2,1																									
29965	-18,56	3,20	94,4	2,1																									
29970	-18,60	3,21	94,7	2,0																									
29975	-18,65	3,24	95,0	2,0																									
29980	-18,66	3,28	95,4	1,9																									
29985	-18,70	3,26	95,6	1,8																									
29990	-18,73	3,26	95,8	1,8																									
29995	-18,75	3,25	96,1	1,7																									
30000	-18,77	3,26	96,3	1,7																									
30005	-18,79	3,27	96,5	1,7																									
30010	-18,82	3,26	96,7	1,6																									
30015	-18,84	3,29	96,8	1,6																									
30020	-18,84	3,28	96,8	1,5																									
30025	-18,86	3,24	96,8	1,5																									
30030	-18,88	3,28	96,8	1,5																									
30035	-18,90	3,24	96,8	1,5																									
30040	-18,91	3,23	96,7	1,5																									
30045	-18,91	3,26	96,7	1,5																									
30050	-18,96	3,24	96,7	1,4																									
30055	-18,99	3,24	96,8	1,4																									
30060	-18,96	3,22	96,9	1,4																									
30065	-18,99	3,24	96,9	1,3																									
30070	-18,99	3,22	96,8	1,4																									
30075	-18,90	3,20	96,9	1,5																									
30080	-18,93	3,13	96,9	1,5																									
30085	-18,88	3,11	96,8	1,6																									
30090	-18,84	3,04	96,7	1,6																									
30095	-18,74	3,00	96,6	1,8																									
30100	-18,66	2,99	96,4	2,0																									
30105	-18,62	2,92	96,2	2,0																									
30110	-18,54	2,87	96,0	2,2																									
30115	-18,44	2,78	95,7	2,4																									
30120	-18,37	2,74	95,4	2,5																									
30125	-18,28	2,73	95,1	2,7																									
30130	-18,18	2,65	94,9	2,8																									
30135	-18,14	2,65	94,7	2,9																									
30140	-18,11	2,62	94,6	3,0																									
30145	-18,05	2,60	94,3	3,0																									
30150	-18,03	2,57	94,2	3,0																									
30155	-18,00	2,59	94,0	3,1																									
30160	-17,98	2,55	93,9	3,1																									
30165	-17,94	2,53	93,8	3,1																									
30170	-17,93	2,53	93,7	3,1																									
30175	-17,89	2,53	93,6	3,2																									
30180	-17,90	2,46	93,6	3,2																									
30185	-17,89	2,48	93,5	3,1																									
30190	-17,93	2,49	93,3	3,1																									
30195	-17,97	2,48	93,0	3,1																									
30200	-17,95	2,45	93,0	3,0																									
30205	-17,98	2,50	92,8	3,0																									
30210	-17,96	2,48	92,6	3,0																									
30215	-17,98	2,48	92,4	2,9																									
30220	-17,99	2,48	92,4	2,8																									
30225	-17,97	2,46	92,4	2,9																									
30230	-18,01	2,50	92,4	2,7																									
30235	-18,02	2,53	92,5	2,7																									
30240	-18,04	2,51	92,5	2,6																									
30245	-18,06	2,54	92,5	2,6																									
30250	-18,04	2,56	92,6	2,5																									
30255	-18,04	2,58	92,7	2,5																									
30260	-18,06	2,55	92,8	2,5																									
30265	-18,07	2,61	92,9	2,5																									
30270	-18,07	2,61	93,0	2,5																									
30275	-18,07	2,63	93,1	2,4																									
30280	-18,05	2,60	93,3	2,5																									
30285	-18,04	2,58	93,5	2,5																									
30290	-18,06	2,58	93,6	2,5																									
30295	-18,07	2,61	93,7	2,4																									
30300	-18,06	2,58	94,0	2,5																									
30305	-18,04	2,58	94,2	2,5																									
30310	-18,08	2,53	94,3	2,5																									
30315	-18,13	2,55	94,5	2,5																									
30320	-18,10	2,52	94,6	2,5																									
30325	-18,07	2,48	94,7	2,6																									
30330	-18,12	2,48	94,7	2,5																									
30335	-18,07	2,47	94,7	2,6																									
30340	-18,09	2,50	94,7	2,6																									
30345	-18,11	2,43	94,5	2,6																									
30350	-18,09	2,46	94,5	2,7																									
30355	-18,13	2,42	94,4	2,6																									
30360	-18,11	2,44	94,4	2,6																									
30365	-18,11	2,43	94,3	2,6																									
30370	-18,07	2,44	94,1	2,7																									
30375	-18,06	2,47	94,1	2,7																									
30380	-18,04	2,39	94,0	2,8																									
30385	-18,00	2,39	93,9	2,9																									
30390	-18,02	2,39	93,9	2,9																									
30395	-17,98	2,38	93,7	2,9																									
30400	-17,97	2,38	93,6	3,0																									
30405	-17,95	2,35	93,6	3,0																									
30410	-17,94	2,36	93,5	3,0																									
30415	-17,92	2,32	93,5	3,1																									
30420	-17,88	2,27	93,4	3,1																									
30425	-17,92	2,26	93,2	3,1																									
30430	-17,86	2,27	93,2	3,2																									
30435	-17,84	2,25	93,2	3,2																									
30440	-17,84	2,25	93,1	3,2																									
30445	-17,87	2,23	92,9	3,1																									
30450	-17,88	2,25	92,8	3,2																									
30455	-17,87	2,23	92,7	3,1																									
30460	-17,90	2,27	92,7	3,1																									
30465	-17,89	2,23	92,6	3,1																									
30470	-17,87	2,23	92,5	3,1																									
30475	-17,86	2,24	92,4	3,1																									
30480	-17,84	2,23	92,4	3,1																									
30485	-17,83	2,23	92,4	3,2																									
30490	-17,84	2,23	92,3	3,2																									
30495	-17,86	2,26	92,2	3,1																									
30500	-17,83	2,25	92,3	3,2																									
30505	-17,79	2,25	92,2	3,2																									
30510	-17,81	2,26	92,3	3,2																									
30515	-17,79	2,27	92,2	3,2																									
30520	-17,77	2,30	92,2	3,2																									
30525	-17,77	2,35	92,3	3,2																									
30530	-17,72	2,36	92,3	3,4																									
30535	-17,72	2,37	92,3	3,4																									
30540	-17,70	2,35	92,4	3,5																									
30545	-17,64	2,34	92,5	3,5																									
30550	-17,61	2,35	92,5	3,7																									
30555	-17,55	2,35	92,4	3,8																									
30560	-17,51	2,35	92,5	3,9																									
30565	-17,53	2,36	92,5	3,9																									
30570	-17,51	2,39	92,5	3,9																									
30575	-17,47	2,40	92,5	4,0																									
30580	-17,46	2,38	92,5	4,0																									
30585	-17,41	2,39	92,6	4,1																									
30590	-17,40	2,38	92,4	4,2																									
30595	-17,39	2,36	92,4	4,3																									
30600	-17,36	2,37	92,4	4,3																									
30605	-17,29	2,40	92,4	4,5																									
30610	-17,33	2,37	92,3	4,5																									
30615	-17,28	2,37	92,2	4,6																									
30620	-17,26	2,35	92,2	4,6																									
30625	-17,22	2,33	92,2	4,7																									
30630	-17,24	2,36	92,0	4,7																									
30635	-17,18	2,32	92,0	4,9																									
30640	-17,15	2,31	91,9	5,0																									
30645	-17,16	2,35	91,9	5,0																									
30650	-17,13	2,28	91,7	5,0																									
30655	-17,05	2,32	91,7	5,2																									
30660	-17,06	2,30	91,5	5,2																									
30665	-17,02	2,31	91,4	5,3																									
30670	-16,98	2,26	91,3	5,3																									
30675	-16,92	2,29	91,3	5,5																									
30680	-16,88	2,25	91,3	5,7																									
30685	-16,85	2,27	91,1	5,7																									
30690	-16,78	2,26	91,0	6,0																									
30695	-16,74	2,23	90,8	6,1																									
30700	-16,71	2,25	90,6	6,2																									
30705	-16,61	2,22	90,6	6,4																									
30710	-16,61	2,22	90,5	6,5																									
30715	-16,53	2,22	90,3	6,6																									
30720	-16,48	2,19	90,2	6,8																									
30725	-16,44	2,18	90,1	6,8																									
30730	-16,38	2,16	90,0	7,0																									
30735	-16,35	2,20	89,9	7,1																									
30740	-16,31	2,16	89,8	7,2																									
30745	-16,28	2,21	89,7	7,3																									
30750	-16,23	2,18	89,5	7,4																									
30755	-16,18	2,20	89,4	7,6																									
30760	-16,09	2,18	89,1	7,7																									
30765	-16,07	2,09	88,9	7,9																									
30770	-16,01	2,14	88,7	8,0																									
30775	-15,96	2,12	88,5	8,2																									
30780	-15,86	2,07	88,3	8,4																									
30785	-15,74	2,07	88,2	8,7																									
30790	-15,66	2,04	88,1	9,0																									
30795	-15,60	2,03	87,8	9,2																									
30800	-15,51	1,99	87,6	9,4																									
30805	-15,39	1,93	87,4	9,8																									
30810	-15,25	1,90	87,3	10,1																									
30815	-15,17	1,85	87,0	10,4																									
30820	-15,04	1,81	86,9	10,8																									
30825	-14,93	1,75	86,6	11,1																									
30830	-14,80	1,73	86,4	11,5																									
30835	-14,80	1,73	86,4	11,5																									
30840	-14,68	1,61	86,1	11,9																									
30845	-14,54	1,63	85,8	12,3																									
30850	-14,45	1,57	85,4	12,5																									
30855	-14,28	1,49	85,0	13,0																									
30860	-14,15	1,46	84,6	13,4																									
30865	-14,01	1,41	84,2	13,7																									
30870	-13,92	1,35	83,8	14,0																									
30875	-13,78	1,32	83,4	14,4																									
30880	-13,64	1,29	83,0	14,8																									
30885	-13,50	1,23	82,7	15,2																									
30890	-13,36	1,18	82,3	15,6																									
30895	-13,24	1,16	81,8	15,9																									
30900	-13,08	1,09	81,6	16,4																									
30905	-12,88	1,02	81,0	17,0																									
30910	-12,72	0,97	80,5	17,4																									
30915	-12,54	0,86	80,0	18,0																									
30920	-12,36	0,83	79,6	18,5																									
30925	-12,17	0,75	79,2	19,1																									
30930	-11,99	0,70	78,6	19,7																									
30935	-11,76	0,62	78,1	20,3																									
30940	-11,61	0,55	77,7	20,8																									
30945	-11,38	0,50	77,0	21,4																									
30950	-11,19	0,41	76,4	22,0																									
30955	-10,97	0,34	75,8	22,7																									
30960	-10,72	0,28	75,2	23,4																									
30965	-10,48	0,26	74,4	24,1																									
30970	-10,26	0,16	73,8	24,7																									
30975	-10,00	0,13	73,1	25,4																									
30980	-9,79	0,05	72,3	26,1																									
30985	-9,51	-0,02	71,7	26,8																									
30990	-9,25	-0,09	70,9	27,6																									
30995	-9,03	-0,13	70,2	28,3																									
31000	-8,76	-0,18	69,5	29,0																									
31005	-8,50	-0,25	68,6	29,7																									
31010	-8,22	-0,30	67,8	30,4																									
31015	-7,97	-0,32	67,0	31,2																									
31020	-7,72	-0,31	66,2	32,0																									
31025	-7,38	-0,32	65,4	33,1																									
31030	-7,01	-0,26	64,5	34,5																									
31035	-6,66	-0,28	63,6	35,7																									
31040	-6,27	-0,29	62,7	37,0																									
31045	-5,88	-0,27	61,6	38,4																									
31050	-5,53	-0,28	60,7	39,5																									
31055	-5,18	-0,24	59,7	40,8																									
31060	-4,79	-0,24	58,7	42,2																									
31065	-4,37	-0,23	57,5	43,5																									
31070	-3,96	-0,24	56,3	44,8																									
31075	-3,61	-0,27	55,1	45,9																									
31080	-3,21	-0,26	53,9	47,1																									
31085	-2,82	-0,21	52,7	48,2																									
31090	-2,41	-0,19	51,4	49,3																									
31095	-2,04	-0,20	50,3	50,3																									
31100	-1,64	-0,17	49,0	51,4																									
31105	-1,24	-0,15	47,7	52,4																									
31110	-0,87	-0,11	46,6	53,4																									
31115	-0,48	-0,12	45,2	54,4																									
31120	-0,09	-0,05	43,9	55,5																									
31125	0,33	-0,02	42,6	56,6																									
31130	0,80	0,01	41,1	57,9																									
31135	1,25	0,09	39,6	59,2																									
31140	1,75	0,22	38,1	60,7																									
31145	2,26	0,30	36,6	62,2																									
31150	2,74	0,43	35,2	63,7																									
31155	3,25	0,53	33,8	65,3																									
31160	3,75	0,67	32,3	67,0																									
31165	4,27	0,81	30,9	68,7																									
31170	4,75	0,92	29,5	70,4																									
31175	5,19	1,09	28,2	72,1																									
31180	5,70	1,29	26,7	73,7																									
31185	6,15	1,45	25,5	75,4																									
31190	6,57	1,64	24,3	76,9																									
31195	7,00	1,83	23,0	78,4																									
31200	7,39	2,01	21,9	79,8																									
31205	7,75	2,14	20,9	81,1																									
31210	8,11	2,37	19,8	82,3																									
31215	8,48	2,51	18,8	83,4																									
31220	8,83	2,66	17,8	84,3																									
31225	9,14	2,79	16,9	85,2																									
31230	9,42	2,95	16,0	86,0																									
31235	9,71	3,05	15,3	86,8																									
31240	9,99	3,18	14,5	87,6																									
31245	10,22	3,27	13,8	88,5																									
31250	10,47	3,38	13,1	89,3																									
31255	10,69	3,49	12,5	90,1																									
31260	10,90	3,57	11,9	90,8																									
31265	11,10	3,69	11,3	91,4																									
31270	11,31	3,78	10,6	92,2																									
31275	11,51	3,87	10,1	92,7																									
31280	11,67	3,94	9,6	93,3																									
31285	11,83	3,99	9,2	93,9																									
31290	11,97	4,07	8,7	94,2																									
31295	12,11	4,12	8,3	94,5																									
31300	12,27	4,14	7,8	94,8																									
31305	12,36	4,17	7,6	95,0																									
31310	12,52	4,25	7,1	95,1																									
31315	12,55	4,24	7,0	95,3																									
31320	12,73	4,29	6,5	95,3																									
31325	12,82	4,31	6,2	95,5																									
31330	12,94	4,34	5,9	95,7																									
31335	13,00	4,35	5,7	95,9																									
31340	13,10	4,33	5,3	96,1																									
31345	13,24	4,37	5,0	96,3																									
31350	13,30	4,37	4,8	96,6																									
31355	13,40	4,37	4,5	96,8																									
31360	13,45	4,36	4,3	97,1																									
31365	13,51	4,36	4,2	97,3																									
31370	13,58	4,30	3,9	97,5																									
31375	13,66	4,32	3,8	97,8																									
31380	13,73	4,31	3,6	98,0																									
31385	13,71	4,28	3,6	98,3																									
31390	13,82	4,26	3,3	98,4																									
31395	13,86	4,18	3,2	98,5																									
31400	13,94	4,14	2,9	98,7																									
31405	13,99	4,10	2,8	98,6																									
31410	13,99	4,02	2,9	98,7																									
31415	14,04	3,96	2,8	98,8																									
31420	14,13	3,90	2,5	98,8																									
31425	14,12	3,86	2,5	98,8																									
31430	14,21	3,80	2,4	98,8																									
31435	14,20	3,71	2,3	98,9																									
31440	14,26	3,69	2,3	98,9																									
31445	14,21	3,60	2,4	99,0																									
31450	14,22	3,55	2,5	99,0																									
31455	14,23	3,50	2,5	99,1																									
31460	14,19	3,44	2,5	99,1																									
31465	14,17	3,40	2,7	99,1																									
31470	14,19	3,30	2,6	99,0																									
31475	14,15	3,25	2,7	98,9																									
31480	14,17	3,24	2,6	98,9																									
31485	14,15	3,18	2,7	98,8																									
31490	14,18	3,15	2,7	98,8																									
31495	14,18	3,14	2,6	98,7																									
31500	14,17	3,06	2,6	98,5																									
31505	14,17	3,01	2,7	98,4																									
31510	14,14	2,96	2,7	98,4																									
31515	14,15	2,92	2,7	98,3																									
31520	14,14	2,89	2,6	98,1																									
31525	14,16	2,87	2,6	98,1																									
31530	14,18	2,87	2,5	98,0																									
31535	14,18	2,84	2,5	97,9																									
31540	14,19	2,86	2,5	97,9																									
31545	14,20	2,87	2,5	97,8																									
31550	14,19	2,88	2,4	97,8																									
31555	14,20	2,87	2,4	97,9																									
31560	14,19	2,87	2,4	97,9																									
31565	14,20	2,90	2,3	98,1																									
31570	14,17	2,91	2,4	98,2																									
31575	14,21	2,91	2,4	98,3																									
31580	14,16	2,97	2,4	98,4																									
31585	14,17	2,94	2,3	98,6																									
31590	14,17	2,96	2,3	98,8																									
31595	14,17	2,94	2,4	98,9																									
31600	14,13	2,91	2,4	99,1																									
31605	14,11	2,96	2,5	99,2																									
31610	14,10	2,91	2,5	99,2																									
31615	14,06	2,88	2,6	99,3																									
31620	14,10	2,84	2,6	99,2																									
31625	14,10	2,82	2,5	99,1																									
31630	14,10	2,80	2,5	99,0																									
31635	14,12	2,80	2,5	99,0																									
31640	14,09	2,78	2,6	98,9																									
31645	14,05	2,75	2,6	98,9																									
31650	14,03	2,77	2,6	98,9																									
31655	14,04	2,77	2,7	98,9																									
31660	14,01	2,75	2,7	99,1																									
31665	14,02	2,75	2,7	99,1																									
31670	14,04	2,76	2,7	99,1																									
31675	14,06	2,75	2,6	99,1																									
31680	14,03	2,74	2,7	99,2																									
31685	14,01	2,76	2,8	99,1																									
31690	14,02	2,73	2,8	99,0																									
31695	14,00	2,75	2,8	98,9																									
31700	14,10	2,77	2,6	98,9																									
31705	14,09	2,75	2,6	98,7																									
31710	14,08	2,77	2,6	98,7																									
31715	14,03	2,78	2,7	98,7																									
31720	14,08	2,81	2,6	98,7																									
31725	14,09	2,81	2,5	98,6																									
31730	14,08	2,81	2,5	98,7																									
31735	14,09	2,84	2,5	98,9																									
31740	14,10	2,85	2,4	98,9																									
31745	14,11	2,91	2,4	99,1																									
31750	14,14	2,87	2,4	99,1																									
31755	14,12	2,91	2,4	99,2																									
31760	14,18	2,95	2,2	99,2																									
31765	14,16	2,97	2,2	99,2																									
31770	14,18	2,98	2,2	99,3																									
31775	14,21	3,00	2,1	99,4																									
31780	14,19	3,03	2,0	99,5																									
31785	14,24	3,02	1,9	99,6																									
31790	14,24	3,01	1,8	99,7																									
31795	14,32	3,01	1,7	99,7																									
31800	14,31	3,02	1,6	99,7																									
31805	14,34	2,97	1,5	99,7																									
31810	14,38	2,99	1,4	99,7																									
31815	14,43	2,99	1,2	99,7																									
31820	14,40	2,99	1,2	99,8																									
31825	14,48	2,98	1,0	99,8																									
31830	14,50	3,01	0,8	99,9																									
31835	14,54	2,99	0,7	99,9																									
31840	14,57	2,97	0,6	100,0																									
31845	14,59	2,99	0,5	100,1																									
31850	14,60	2,96	0,4	100,1																									
31855	14,59	2,95	0,4	100,2																									
31860	14,56	2,98	0,5	100,3																									
31865	14,53	2,93	0,6	100,4																									
31870	14,49	2,95	0,7	100,4																									
31875	14,46	2,97	0,8	100,5																									
31880	14,42	2,96	0,8	100,5																									
31885	14,38	2,99	0,9	100,5																									
31890	14,38	3,01	0,9	100,6																									
31895	14,39	2,98	0,8	100,6																									
31900	14,39	3,03	0,9	100,6																									
31905	14,37	3,04	0,9	100,4																									
31910	14,33	3,03	1,0	100,4																									
31915	14,30	3,02	1,1	100,3																									
31920	14,25	3,00	1,3	100,3																									
31925	14,27	2,98	1,2	100,1																									
31930	14,22	2,96	1,3	100,0																									
31935	14,21	2,92	1,5	99,9																									
31940	14,19	2,93	1,5	99,7																									
31945	14,17	2,90	1,6	99,4																									
31950	14,16	2,86	1,7	99,3																									
31955	14,10	2,88	1,8	99,2																									
31960	14,10	2,87	1,9	99,1																									
31965	14,10	2,88	1,9	99,0																									
31970	14,07	2,87	1,9	98,9																									
31975	14,07	2,90	1,9	98,8																									
31980	14,03	2,90	2,0	98,8																									
31985	14,02	2,91	2,1	98,7																									
31990	13,99	2,90	2,2	98,6																									
31995	13,95	2,91	2,3	98,5																									
32000	13,94	2,92	2,4	98,4																									
32005	13,90	2,92	2,5	98,2																									
32010	13,85	2,89	2,7	98,2																									
32015	13,79	2,86	2,9	98,1																									
32020	13,78	2,88	3,0	97,9																									
32025	13,73	2,90	3,2	97,8																									
32030	13,67	2,82	3,4	97,5																									
32035	13,65	2,85	3,4	97,5																									
32040	13,61	2,86	3,6	97,3																									
32045	13,52	2,86	3,8	97,2																									
32050	13,51	2,83	3,9	97,2																									
32055	13,44	2,88	4,0	97,1																									
32060	13,43	2,85	4,2	97,0																									
32065	13,37	2,86	4,3	97,0																									
32070	13,34	2,91	4,4	97,0																									
32075	13,32	2,94	4,4	96,9																									
32080	13,30	2,93	4,5	96,8																									
32085	13,25	2,92	4,6	96,8																									
32090	13,23	2,94	4,7	96,7																									
32095	13,19	2,97	4,9	96,6																									
32100	13,12	2,93	5,1	96,4																									
32105	13,10	2,93	5,2	96,3																									
32110	13,03	2,94	5,4	96,2																									
32115	12,98	2,94	5,5	96,0																									
32120	12,94	2,94	5,6	95,9																									
32125	12,87	2,95	5,9	95,8																									
32130	12,85	2,94	6,0	95,5																									
32135	12,82	2,95	6,1	95,3																									
32140	12,73	2,94	6,3	95,2																									
32145	12,69	2,92	6,5	95,1																									
32150	12,67	2,92	6,5	94,8																									
32155	12,62	2,92	6,7	94,6																									
32160	12,54	2,89	6,9	94,4																									
32165	12,49	2,90	7,1	94,3																									
32170	12,47	2,87	7,3	94,0																									
32175	12,41	2,87	7,4	93,8																									
32180	12,35	2,84	7,6	93,6																									
32185	12,27	2,84	7,8	93,3																									
32190	12,23	2,82	7,9	93,2																									
32195	12,17	2,78	8,1	92,9																									
32200	12,13	2,76	8,3	92,7																									
32205	12,05	2,73	8,5	92,5																									
32210	11,98	2,70	8,7	92,3																									
32215	11,93	2,65	8,9	92,1																									
32220	11,88	2,66	9,0	92,0																									
32225	11,85	2,64	9,2	91,8																									
32230	11,80	2,60	9,3	91,6																									
32235	11,79	2,57	9,4	91,4																									
32240	11,74	2,57	9,5	91,1																									
32245	11,73	2,56	9,5	90,9																									
32250	11,69	2,54	9,6	90,8																									
32255	11,68	2,51	9,7	90,5																									
32260	11,60	2,50	10,0	90,3																									
32265	11,53	2,49	10,1	90,1																									
32270	11,50	2,50	10,3	90,0																									
32275	11,43	2,48	10,4	89,8																									
32280	11,38	2,49	10,6	89,7																									
32285	11,34	2,46	10,7	89,5																									
32290	11,30	2,48	10,9	89,5																									
32295	11,25	2,44	11,0	89,3																									
32300	11,20	2,43	11,2	89,2																									
32305	11,12	2,41	11,4	89,1																									
32310	11,07	2,33	11,6	89,0																									
32315	11,03	2,33	11,7	88,9																									
32320	10,93	2,29	12,1	88,9																									
32325	10,86	2,26	12,2	88,7																									
32330	10,77	2,23	12,6	88,6																									
32335	10,73	2,14	12,8	88,5																									
32340	10,66	2,10	13,0	88,3																									
32345	10,60	2,07	13,2	88,1																									
32350	10,53	2,04	13,4	87,8																									
32355	10,49	1,98	13,6	87,6																									
32360	10,42	1,95	13,8	87,3																									
32365	10,39	1,88	13,9	87,0																									
32370	10,29	1,86	14,1	86,7																									
32375	10,25	1,84	14,3	86,3																									
32380	10,23	1,80	14,4	86,2																									
32385	10,12	1,73	14,7	85,9																									
32390	10,06	1,68	15,0	85,7																									
32395	9,97	1,63	15,2	85,4																									
32400	9,83	1,62	15,8	85,2																									
32405	9,70	1,57	16,2	84,8																									
32410	9,58	1,49	16,7	84,5																									
32415	9,38	1,42	17,4	84,1																									
32420	9,19	1,37	18,1	83,7																									
32425	9,02	1,31	18,7	83,1																									
32430	8,82	1,28	19,4	82,7																									
32435	8,60	1,25	20,1	82,2																									
32440	8,40	1,16	20,9	81,6																									
32445	8,21	1,13	21,6	81,0																									
32450	7,98	1,06	22,4	80,3																									
32455	7,76	1,04	23,1	79,7																									
32460	7,55	0,95	23,9	79,0																									
32465	7,30	0,87	24,7	78,2																									
32470	7,08	0,84	25,4	77,4																									
32475	6,89	0,74	26,0	76,7																									
32480	6,69	0,68	26,6	75,8																									
32485	6,48	0,57	27,3	74,9																									
32490	6,26	0,49	27,9	74,0																									
32495	6,07	0,44	28,4	73,0																									
32500	5,84	0,35	29,0	72,1																									
32505	5,64	0,27	29,6	71,2																									
32510	5,44	0,25	30,1	70,2																									
32515	5,22	0,21	30,6	69,1																									
32520	4,95	0,15	31,3	68,0																									
32525	4,73	0,11	32,0	66,8																									
32530	4,39	0,04	32,9	65,5																									
32535	4,03	0,05	33,9	64,3																									
32540	3,64	-0,02	34,9	62,9																									
32545	3,24	-0,04	36,1	61,5																									
32550	2,81	0,01	37,4	60,1																									
32555	2,35	-0,01	38,8	58,7																									
32560	1,87	-0,03	40,1	57,1																									
32565	1,39	-0,03	41,5	55,8																									
32570	0,89	0,02	43,0	54,4																									
32575	0,32	0,05	44,7	52,8																									
32580	-0,19	0,10	46,4	51,4																									
32585	-0,78	0,08	48,0	49,7																									
32590	-1,33	0,13	49,7	48,2																									
32595	-1,89	0,15	51,4	46,7																									
32600	-2,47	0,19	53,1	45,0																									
32605	-3,05	0,24	54,7	43,6																									
32610	-3,60	0,33	56,3	41,9																									
32615	-4,19	0,35	58,1	40,2																									
32620	-4,83	0,42	59,9	38,6																									
32625	-5,40	0,50	61,3	36,9																									
32630	-6,00	0,61	63,0	35,3																									
32635	-6,59	0,67	64,8	33,9																									
32640	-7,16	0,75	66,3	32,2																									
32645	-7,72	0,82	68,0	30,7																									
32650	-8,28	0,93	69,4	29,2																									
32655	-8,84	1,04	71,0	27,6																									
32660	-9,35	1,18	72,5	26,3																									
32665	-9,90	1,26	74,0	24,8																									
32670	-10,37	1,37	75,4	23,6																									
32675	-10,85	1,53	76,7	22,3																									
32680	-11,30	1,66	78,1	21,1																									
32685	-11,69	1,71	79,3	20,1																									
32690	-12,05	1,86	80,4	19,1																									
32695	-12,39	1,94	81,4	18,2																									
32700	-12,74	2,00	82,4	17,2																									
32705	-13,05	2,12	83,2	16,4																									
32710	-13,31	2,18	84,1	15,6																									
32715	-13,54	2,23	84,9	15,0																									
32720	-13,80	2,25	85,7	14,2																									
32725	-14,01	2,40	86,1	13,7																									
32730	-14,26	2,30	86,1	12,8																									
32735	-14,30	2,37	87,2	12,7																									
32740	-14,40	2,49	87,8	12,5																									
32745	-14,40	2,41	88,6	12,5																									
32750	-14,70	2,51	88,3	11,7																									
32755	-14,86	2,48	88,9	11,4																									
32760	-14,79	2,51	89,1	11,0																									
32765	-15,27	2,43	89,1	9,5																									
32770	-14,95	2,50	89,5	10,5																									
32775	-15,15	2,53	90,2	10,1																									
32780	-15,25	2,62	89,4	9,7																									
32785	-15,40	2,52	89,7	9,3																									
32790	-15,25	2,41	90,1	9,6																									
32795	-15,34	2,43	89,7	9,4																									
32800	-15,31	2,40	90,1	9,3																									
32805	-15,49	2,37	89,5	8,7																									
32810	-15,52	2,29	89,4	8,4																									
32815	-15,72	2,45	89,3	8,2																									
32820	-15,76	2,25	89,4	7,6																									
32825	-16,11	2,34	89,1	7,1																									
32830	-16,02	2,39	88,9	7,2																									
32835	-16,23	2,30	89,1	6,5																									
32840	-16,02	2,29	88,9	7,1																									
32845	-16,05	2,21	89,1	6,8																									
32850	-16,23	2,29	88,4	6,4																									
32855	-16,39	2,17	88,7	6,1																									
32860	-16,42	2,15	88,4	5,8																									
32865	-16,61	2,10	88,3	5,3																									
32870	-16,81	2,05	88,0	4,7																									
32875	-16,98	2,04	88,0	4,3																									
32880	-16,76	2,06	88,6	5,0																									
32885	-16,98	2,03	88,6	4,7																									
32890	-16,87	1,91	89,2	4,7																									
32895	-16,96	1,76	89,4	4,1																									
32900	-16,81	1,84	89,1	4,7																									
32905	-17,42	1,83	88,7	3,2																									
